city,location,locality_type,BHK,bathroom,balcony,total_sqft,furnishing,parking,price
Bangalore,Maruthi Layout,Super built-up  Area,2,2,1,916,Furnished,2,4200000
Bangalore,Kanakpura Road,Super built-up  Area,2,2,1,1331,Unfurnished,4,10700000
Bangalore,Hoodi,Super built-up  Area,2,2,2,1050,Semi-Furnished,3,5000000
Bangalore,5th Block Hbr Layout,Super built-up  Area,2,2,2,1206,Semi-Furnished,2,5600000
Bangalore,Hebbal,Built-up  Area,2,2,3,1075,Unfurnished,4,5200000
Bangalore,Sarjapur  Road,Super built-up  Area,2,2,3,1117,Semi-Furnished,3,2999000
Bangalore,CV Raman Nagar,Super built-up  Area,2,2,1,740,Semi-Furnished,1,3700000
Bangalore,Uttarahalli,Built-up  Area,2,2,2,850,Semi-Furnished,4,3793000
Bangalore,Jalahalli,Built-up  Area,2,1,1,1400,Semi-Furnished,1,8000000
Bangalore,Lakshminarayana Pura,Super built-up  Area,2,2,2,1172,Semi-Furnished,4,8200000
Bangalore,Sonnenahalli,Built-up  Area,2,2,1,896,Semi-Furnished,3,4375000
Bangalore,Vijayanagar,Super built-up  Area,2,2,2,1180,Semi-Furnished,2,6500000
Bangalore,Chokkasandra,Built-up  Area,2,2,1,850,Semi-Furnished,4,3300000
Bangalore,Sri Venkateshpura Layout,Built-up  Area,2,2,1,1146,Furnished,1,3850000
Bangalore,Haralur Road,Super built-up  Area,2,2,1,1455,Semi-Furnished,1,14500000
Bangalore,Seegehalli,Plot  Area,2,1,0,800,Furnished,3,5000000
Bangalore,Kaverappa Layout,Super built-up  Area,2,2,3,1265,Semi-Furnished,4,7000000
Bangalore,Bommasandra,Super built-up  Area,2,2,3,1034,Unfurnished,0,4000000
Bangalore,Kaverappa Layout,Built-up  Area,2,2,1,1012,Semi-Furnished,3,5900000
Bangalore,Electronic City,Super built-up  Area,2,2,1,1070,Semi-Furnished,5,5400000
Bangalore,Yeshwanthpur,Plot  Area,2,1,0,585,Semi-Furnished,0,7000000
Bangalore,Mysore Road,Super built-up  Area,2,2,1,883,Semi-Furnished,1,4000000
Bangalore,Kammasandra,Super built-up  Area,2,2,2,1156,Semi-Furnished,3,3200000
Bangalore,Kanakpura Road,Super built-up  Area,2,2,1,1296,Semi-Furnished,3,8900000
Bangalore,Budigere,Super built-up  Area,2,2,2,1139,Semi-Furnished,3,6200000
Bangalore,CV Raman Nagar,Super built-up  Area,2,3,2,1230,Semi-Furnished,0,4700000
Bangalore,Binny Pete,Super built-up  Area,2,2,1,1245,Semi-Furnished,2,8628000
Bangalore,Electronic City,Super built-up  Area,2,1,1,550,Semi-Furnished,3,1500000
Bangalore,Horamavu Banaswadi,Super built-up  Area,2,2,2,1307,Semi-Furnished,3,5160000
Bangalore,Electronic City,Built-up  Area,2,2,1,1025,Furnished,2,2960000
Bangalore,Haralur Road,Super built-up  Area,2,2,2,1140,Furnished,1,4300000
Bangalore,Kalkere,Super built-up  Area,2,2,2,925,Unfurnished,3,5100000
Bangalore,1st Block Koramangala,Built-up  Area,2,2,3,1415,Unfurnished,3,11000000
Bangalore,Shree Ananth Nagar Layout,Super built-up  Area,2,2,2,1210,Semi-Furnished,0,6000000
Bangalore,9th Phase JP Nagar,Super built-up  Area,2,2,1,1100,Unfurnished,4,6500000
Bangalore,2nd Phase Judicial Layout,Super built-up  Area,2,2,1,1150,Semi-Furnished,2,4025000
Bangalore,Jakkur,Super built-up  Area,2,2,1,1100,Semi-Furnished,0,5335000
Bangalore,Magadi Road,Plot  Area,2,1,0,1350,Furnished,1,10000000
Bangalore,Ambedkar Nagar,Super built-up  Area,2,2,2,1424,Semi-Furnished,5,9000000
Bangalore,Attiguppe,Built-up  Area,2,2,1,500,Semi-Furnished,0,7000000
Bangalore,Srirampuram,Plot  Area,2,2,1,432,Semi-Furnished,1,4000000
Bangalore,Yemlur,Built-up  Area,2,2,2,1100,Unfurnished,2,5500000
Bangalore,Ambalipura,Built-up  Area,2,2,2,1150,Semi-Furnished,0,8000000
Bangalore,Thubarahalli,Built-up  Area,2,2,2,1185,Semi-Furnished,1,6500000
Bangalore,Kanakpura Road,Super built-up  Area,2,2,1,900,Semi-Furnished,1,4100000
Bangalore,Kanakpura Road,Super built-up  Area,2,2,1,1297,Semi-Furnished,2,10500000
Bangalore,Ramamurthy Nagar,Built-up  Area,2,2,1,950,Semi-Furnished,5,5079000
Bangalore,BTM 2nd Stage,Carpet  Area,2,2,1,950,Semi-Furnished,1,5200000
Bangalore,Yeshwanthpur,Super built-up  Area,2,2,0,1250 - 1305,Semi-Furnished,4,9581500
Bangalore,Electronic City Phase II,Super built-up  Area,2,2,1,1031,Semi-Furnished,4,5500000
Bangalore,Whitefield,Super built-up  Area,2,2,1,1485,Semi-Furnished,1,9000000
Bangalore,Ananth Nagar,Super built-up  Area,2,2,1,1109,Furnished,3,6000000
Bangalore,Hosa Road,Super built-up  Area,2,2,1,1161,Unfurnished,2,5515000
Bangalore,Electronic City Phase II,Super built-up  Area,2,2,1,1003,Unfurnished,5,4060000
Bangalore,Bank Of Baroda Colony,Plot  Area,2,2,1,1350,Semi-Furnished,4,18500000
Bangalore,9th Phase JP Nagar,Super built-up  Area,2,2,2,1080,Semi-Furnished,4,3700000
Bangalore,Hulimavu,Super built-up  Area,2,2,2,1255,Semi-Furnished,3,7300000
Bangalore,Banaswadi,Super built-up  Area,2,2,0,1250,Unfurnished,2,6000000
Bangalore,St. John's Road,Built-up  Area,2,2,0,824,Furnished,0,6000000
Bangalore,Kothannur,Super built-up  Area,2,2,1,1197,Semi-Furnished,0,4788000
Bangalore,Kudlu Gate,Super built-up  Area,2,2,3,1238,Semi-Furnished,5,5500000
Bangalore,Margondanahalli,Plot  Area,2,2,0,1090,Semi-Furnished,4,5800000
Bangalore,Varthur,Super built-up  Area,2,2,2,1112,Semi-Furnished,5,4000000
Bangalore,Electronic City Phase II,Super built-up  Area,2,1,1,545,Semi-Furnished,4,2700000
Bangalore,Subramanyapura,Super built-up  Area,2,2,1,985,Semi-Furnished,4,5800000
Bangalore,Kanakpura Road,Super built-up  Area,2,2,1,1080,Furnished,2,3780000
Bangalore,Hosa Road,Super built-up  Area,2,2,1,1430,Semi-Furnished,2,9752000
Bangalore,Kengeri Satellite Town,Super built-up  Area,2,2,2,1050,Semi-Furnished,2,4300000
Bangalore,Prithvi Layout,Super built-up  Area,2,2,2,1352,Unfurnished,0,8750000
Bangalore,9th Phase JP Nagar,Built-up  Area,2,2,1,1035,Unfurnished,0,4500000
Bangalore,Kammanahalli,Built-up  Area,2,2,1,1160,Semi-Furnished,4,5200000
Bangalore,Jakkur,Super built-up  Area,2,2,2,1100,Furnished,3,5200000
Bangalore,Horamavu Agara,Super built-up  Area,2,2,,1170,Semi-Furnished,1,3800000
Bangalore,Ramagondanahalli,Super built-up  Area,2,2,1,1235,Semi-Furnished,5,4680000
Bangalore,Bannerghatta Road,Super built-up  Area,2,2,1,1105,Semi-Furnished,2,5100000
Bangalore,Yelahanka,Super built-up  Area,2,2,1,1065,Semi-Furnished,3,4084000
Bangalore,Nelamangala,Built-up  Area,2,2,0,1095,Semi-Furnished,2,4000000
Bangalore,Electronic City,Super built-up  Area,2,2,1,870,Semi-Furnished,2,3950000
Bangalore,Panathur,Super built-up  Area,2,2,1,1195,Semi-Furnished,2,8400000
Bangalore,"Kirloskar layout, Basaveshwarnagar",Super built-up  Area,2,2,1,1200,Furnished,0,4950000
Bangalore,Alfa Garden Layout,Super built-up  Area,2,2,1,975,Furnished,1,4300000
Bangalore,KR Puram,Built-up  Area,2,2,1,750,Semi-Furnished,2,2500000
Bangalore,Thanisandra,Super built-up  Area,2,2,1,1183,Unfurnished,3,5856000
Bangalore,Kaggadasapura,Super built-up  Area,2,2,3,1110,Semi-Furnished,2,5300000
Bangalore,Kaggadasapura,Super built-up  Area,2,2,1,1105,Semi-Furnished,3,3867000
Bangalore,Bommanahalli,Super built-up  Area,2,2,2,1000,Unfurnished,5,2990000
Bangalore,Prithvi Layout,Built-up  Area,2,2,2,1190,Semi-Furnished,0,6800000
Bangalore,Banashankari,Built-up  Area,2,2,1,1125,Furnished,1,6300000
Bangalore,Hessarghatta,Super built-up  Area,2,2,2,900,Semi-Furnished,2,4200000
Bangalore,Sarjapur  Road,Super built-up  Area,2,2,1,1155,Semi-Furnished,0,5800000
Bangalore,Sonnenahalli,Super built-up  Area,2,2,1,1268,Semi-Furnished,3,7300000
Bangalore,Kaggadasapura,Super built-up  Area,2,2,2,1060,Semi-Furnished,5,4800000
Bangalore,7th Phase JP Nagar,Super built-up  Area,2,2,1,1075,Semi-Furnished,4,4299000
Bangalore,Gaundanapalya,Built-up  Area,2,2,2,1010,Semi-Furnished,5,4600000
Bangalore,Kanakpura Road,Super built-up  Area,2,2,1,983,Semi-Furnished,4,5060000
Bangalore,Kasturi Nagar,Super built-up  Area,2,2,2,1101,Furnished,4,6500000
Bangalore,Laxmi Sagar Layout,Super built-up  Area,2,2,1,1140,Semi-Furnished,5,7600000
Bangalore,Sarjapur  Road,Super built-up  Area,2,2,2,1215,Semi-Furnished,2,11000000
Bangalore,Kengeri Satellite Town,Super built-up  Area,2,2,3,1007,Furnished,3,4200000
Bangalore,Outer Ring Road East,Super built-up  Area,2,2,1,1198,Furnished,1,8400000
Bangalore,JakkurYelahanka,Built-up  Area,2,2,2,1370,Unfurnished,2,7500000
Bangalore,Yemlur,Super built-up  Area,2,2,3,1316,Unfurnished,4,5550000
Bangalore,Gunjur Palya,Super built-up  Area,2,2,1,1050,Unfurnished,3,4300000
Bangalore,Electronic City,Super built-up  Area,2,2,1,921,Semi-Furnished,3,3400000
Bangalore,Kundalahalli,Super built-up  Area,2,2,1,1010,Semi-Furnished,3,4927000
Bangalore,KR Puram,Super built-up  Area,2,2,1,1015,Unfurnished,3,4300000
Bangalore,Lakshminarayana Pura,Built-up  Area,2,2,1,1179,Semi-Furnished,5,7500000
Bangalore,Kammasandra,Super built-up  Area,2,2,1,870,Semi-Furnished,2,2400000
Bangalore,Ngef Layout,Plot  Area,2,2,0,3000,Semi-Furnished,0,51000000
Bangalore,2nd Phase JP Nagar,Super built-up  Area,2,1,1,1000,Semi-Furnished,1,5500000
Bangalore,Ramamurthy Nagar,Plot  Area,2,2,0,1200,Semi-Furnished,0,8000000
Bangalore,Manjunatha Layout,Plot  Area,2,2,2,1200,Semi-Furnished,5,12500000
Bangalore,Kammasandra,Plot  Area,2,2,1,1200,Unfurnished,3,6600000
Bangalore,Kashi Nagar,Built-up  Area,2,2,2,1200,Semi-Furnished,1,5000000
Bangalore,Hennur,Super built-up  Area,2,2,1,1255,Semi-Furnished,2,5750000
Bangalore,Hosur Road,Super built-up  Area,2,2,2,1085,Semi-Furnished,0,3038000
Bangalore,B Narayanapura,Super built-up  Area,2,2,1,1313,Semi-Furnished,2,5827000
Bangalore,Harlur,Super built-up  Area,2,2,1,1200,Semi-Furnished,5,4950000
Bangalore,Old Madras Road,Super built-up  Area,2,2,1,935,Semi-Furnished,5,4500000
Bangalore,Bommasandra,Built-up  Area,2,2,2,877,Semi-Furnished,5,3000000
Bangalore,Ashwathnagar,Super built-up  Area,2,2,2,936,Semi-Furnished,4,4200000
Bangalore,Hennur Road,Super built-up  Area,2,2,0,1232,Furnished,2,6961000
Bangalore,Kacharakanahalli,Super built-up  Area,2,2,1,1256,Unfurnished,4,6000000
Bangalore,7th Phase JP Nagar,Super built-up  Area,2,2,2,1100,Semi-Furnished,3,4400000
Bangalore,HSR Layout,Super built-up  Area,2,2,2,1140,Semi-Furnished,1,4600000
Bangalore,Ulsoor,Super built-up  Area,2,2,0,1200,Semi-Furnished,0,6000000
Bangalore,Jalahalli West,Built-up  Area,2,2,1,1020,Semi-Furnished,3,3700000
Bangalore,Suddaguntepalya,Built-up  Area,2,2,0,830,Semi-Furnished,1,3400000
Bangalore,Singasandra,Built-up  Area,2,2,1,600,Semi-Furnished,0,3650000
Bangalore,Kasavanhalli,Super built-up  Area,2,2,1,1200,Unfurnished,5,7800000
Bangalore,Sarjapur  Road,Super built-up  Area,2,2,2,1233,Semi-Furnished,3,7765000
Bangalore,Bannerghatta Road,Super built-up  Area,2,2,2,1255,Semi-Furnished,1,6526000
Bangalore,Begur Road,Super built-up  Area,2,2,2,1200,Semi-Furnished,0,3780000
Bangalore,Kothannur,Built-up  Area,2,2,1,740,Semi-Furnished,0,3400000
Bangalore,Channasandra Layout,Super built-up  Area,2,2,2,1210,Semi-Furnished,2,4000000
Bangalore,Hosa Road,Super built-up  Area,2,2,0,1004 - 1204,Furnished,5,3643000
Bangalore,Nagavara,Built-up  Area,2,2,1,2200,Semi-Furnished,2,5500000
Bangalore,Whitefield,Super built-up  Area,2,2,1,1155,Furnished,5,6000000
Bangalore,Doctors Layout,Super built-up  Area,2,2,3,1520,Semi-Furnished,4,6200000
Bangalore,Harlur,Super built-up  Area,2,2,1,1290,Furnished,4,8500000
Bangalore,Malleshwaram,Super built-up  Area,2,2,1,900,Unfurnished,3,9500000
Bangalore,Hennur Road,Super built-up  Area,2,2,1,987,Semi-Furnished,5,4900000
Bangalore,Hebbal,Super built-up  Area,2,2,1,1040,Unfurnished,4,5000000
Bangalore,Anandapura,Built-up  Area,2,2,0,900,Semi-Furnished,0,6400000
Bangalore,Raja Rajeshwari Nagar,Built-up  Area,2,2,1,1030,Semi-Furnished,5,5000000
Bangalore,Balagere,Super built-up  Area,2,2,1,1028,Semi-Furnished,0,3186000
Bangalore,7th Phase JP Nagar,Super built-up  Area,2,2,1,1270,Furnished,5,8300000
Bangalore,Electronics City Phase 1,Built-up  Area,2,2,1,940,Semi-Furnished,1,4000000
Bangalore,Domlur,Super built-up  Area,2,2,2,1050,Semi-Furnished,5,8500000
Bangalore,Vishwapriya Nagar,Super built-up  Area,2,2,1,946,Semi-Furnished,2,3800000
Bangalore,Vittasandra,Super built-up  Area,2,2,1,1404,Semi-Furnished,4,7500000
Bangalore,Kengeri,Super built-up  Area,2,2,2,1025,Semi-Furnished,3,5700000
Bangalore,RMV 2nd Stage,Built-up  Area,2,1,1,860,Semi-Furnished,3,4300000
Bangalore,Kothannur,Super built-up  Area,2,2,1,1197,Semi-Furnished,1,4780000
Bangalore,Garudachar Palya,Super built-up  Area,2,2,1,1150,Semi-Furnished,5,5275000
Bangalore,R.T. Nagar,Super built-up  Area,2,2,2,1040,Semi-Furnished,4,4600000
Bangalore,Banashankari,Super built-up  Area,2,2,2,1310,Semi-Furnished,4,8000000
Bangalore,Raja Rajeshwari Nagar,Super built-up  Area,2,2,2,1144,Semi-Furnished,1,3855000
Bangalore,Anjanapura,Super built-up  Area,2,2,2,1070,Semi-Furnished,3,3900000
Bangalore,Nandini Layout,Super built-up  Area,2,2,2,1200,Furnished,5,7000000
Bangalore,Margondanahalli,Plot  Area,2,2,1,1200,Semi-Furnished,2,5850000
Bangalore,Begur Road,Super built-up  Area,2,2,2,970,Furnished,3,2700000
Bangalore,Hosakerehalli,Super built-up  Area,2,2,1,1085,Unfurnished,1,4774000
Bangalore,Budigere,Super built-up  Area,2,2,2,1139,Semi-Furnished,4,5680000
Bangalore,Haralur Road,Super built-up  Area,2,2,2,1092,Semi-Furnished,5,4400000
Bangalore,Basapura,Super built-up  Area,2,2,1,1100,Semi-Furnished,1,6000000
Bangalore,Malleshwaram,Super built-up  Area,2,2,1,1420,Semi-Furnished,0,15800000
Bangalore,B Channasandra,Super built-up  Area,2,2,1,1300,Semi-Furnished,4,7900000
Bangalore,Electronics City Phase 1,Super built-up  Area,2,2,2,1150,Semi-Furnished,5,3900000
Bangalore,KR Puram,Super built-up  Area,2,2,2,1470,Semi-Furnished,2,8600000
Bangalore,Hosa Road,Super built-up  Area,2,2,1,1063,Semi-Furnished,5,3190000
Bangalore,Harappanahalli,Super built-up  Area,2,2,2,1311,Semi-Furnished,2,4800000
Bangalore,Kanakpura Road,Built-up  Area,2,2,0,2200,Semi-Furnished,5,6200000
Bangalore,Vidyaranyapura,Built-up  Area,2,2,2,1060,Semi-Furnished,1,5500000
Bangalore,Singasandra,Super built-up  Area,2,2,1,1100,Furnished,3,5200000
Bangalore,Marathahalli,Super built-up  Area,2,2,1,957,Unfurnished,4,4690000
Bangalore,Ashirvad Colony,Built-up  Area,2,2,2,1000,Semi-Furnished,1,5300000
Bangalore,Uttarahalli,Super built-up  Area,2,2,1,1089,Semi-Furnished,2,4355000
Bangalore,Yelahanka,Super built-up  Area,2,2,3,1036,Semi-Furnished,2,3935000
Bangalore,Padmanabhanagar,Super built-up  Area,2,2,2,1100,Semi-Furnished,5,6500000
Bangalore,Vittasandra,Super built-up  Area,2,2,1,1246,Furnished,1,6500000
Bangalore,Dodda Nekkundi,Super built-up  Area,2,2,3,850,Semi-Furnished,3,2800000
Bangalore,Raja Rajeshwari Nagar,Super built-up  Area,2,2,2,1196,Semi-Furnished,3,5151000
Bangalore,TC Palaya,Built-up  Area,2,2,0,1000,Semi-Furnished,5,6400000
Bangalore,Anekal,Plot  Area,2,1,1,1200,Unfurnished,5,3600000
Bangalore,Veerannapalya,Super built-up  Area,2,2,2,950,Semi-Furnished,0,4500000
Bangalore,Howthinarayanappa Garden,Super built-up  Area,2,2,2,1022,Semi-Furnished,0,5200000
Bangalore,Kammasandra,Super built-up  Area,2,2,0,1018,Semi-Furnished,5,2345000
Bangalore,Bharathi Nagar,Super built-up  Area,2,2,2,1322,Semi-Furnished,4,6800000
Bangalore,SRINIVASAPURA,Super built-up  Area,2,2,1,990,Semi-Furnished,3,4455000
Bangalore,Yeshwanthpur,Super built-up  Area,2,2,2,1185,Semi-Furnished,0,7584000
Bangalore,Varthur Road,Super built-up  Area,2,2,1,900,Furnished,0,2700000
Bangalore,Electronic City Phase II,Super built-up  Area,2,2,1,1031,Unfurnished,5,5635000
Bangalore,Hennur,Super built-up  Area,2,2,2,1259,Semi-Furnished,1,5700000
Bangalore,Whitefield,Super built-up  Area,2,2,1,1216,Unfurnished,3,7900000
Bangalore,Begur Road,Super built-up  Area,2,2,2,1160,Semi-Furnished,0,4059000
Bangalore,Anand Nagar,Built-up  Area,2,2,3,1135,Semi-Furnished,1,5500000
Bangalore,Begur Road,Super built-up  Area,2,2,2,1260,Semi-Furnished,2,4662000
Bangalore,Rachenahalli,Super built-up  Area,2,2,2,1220,Semi-Furnished,0,5950000
Bangalore,Margondanahalli,Plot  Area,2,2,0,1200,Semi-Furnished,2,6700000
Bangalore,Yelahanka,Super built-up  Area,2,2,3,1300,Semi-Furnished,1,6500000
Bangalore,Bhoganhalli,Super built-up  Area,2,2,1,1444,Semi-Furnished,5,7597000
Bangalore,Amruthahalli,Built-up  Area,2,2,1,924,Semi-Furnished,0,4500000
Bangalore,Kaikondrahalli,Super built-up  Area,2,2,1,1000,Semi-Furnished,1,3000000
Bangalore,Bisuvanahalli,Super built-up  Area,2,2,1,845,Semi-Furnished,1,2900000
Bangalore,Kanakpura Road,Super built-up  Area,2,2,1,700,Semi-Furnished,1,3500000
Bangalore,Kothanur,Super built-up  Area,2,2,2,1187,Semi-Furnished,2,5800000
Bangalore, Devarachikkanahalli,Plot  Area,2,2,2,1200,Semi-Furnished,2,8300000
Bangalore,Pulkeshi Nagar,Super built-up  Area,2,2,3,1452.55,Semi-Furnished,0,11000000
Bangalore,Kaval Byrasandra,Super built-up  Area,2,2,1,1200,Semi-Furnished,3,4950000
Bangalore,Budigere,Super built-up  Area,2,2,2,1139,Semi-Furnished,0,5685000
Bangalore,Jayanagar,Super built-up  Area,2,2,3,1170,Unfurnished,3,10500000
Bangalore,Somasundara Palya,Super built-up  Area,2,2,2,1448,Unfurnished,3,6800000
Bangalore,Kaggadasapura,Super built-up  Area,2,2,1,1105,Semi-Furnished,3,3865000
Bangalore,Thanisandra,Super built-up  Area,2,2,2,1185,Semi-Furnished,1,4300000
Bangalore,Hulimavu,Super built-up  Area,2,2,1,1058,Semi-Furnished,5,4800000
Bangalore,Bellandur,Super built-up  Area,2,2,2,1220,Semi-Furnished,3,6000000
Bangalore,Sarjapur,Super built-up  Area,2,2,1,925,Furnished,5,2500000
Bangalore,Old Madras Road,Super built-up  Area,2,2,1,1200,Semi-Furnished,5,7200000
Bangalore,Kaggadasapura,Super built-up  Area,2,2,2,1063,Semi-Furnished,2,4200000
Bangalore,Kanakpura Road,Super built-up  Area,2,2,1,1077,Semi-Furnished,4,3770000
Bangalore,Manayata Tech Park,Super built-up  Area,2,3,2,1200,Semi-Furnished,1,4400000
Bangalore,Jalahalli,Super built-up  Area,2,2,2,1045,Semi-Furnished,5,7677000
Bangalore,Hoodi,Super built-up  Area,2,2,1,1400,Semi-Furnished,3,7800000
Bangalore,Amruthnagar,Built-up  Area,2,2,1,1350,Semi-Furnished,2,6750000
Bangalore,Gottigere,Super built-up  Area,2,2,1,950,Semi-Furnished,2,3800000
Bangalore,Thanisandra,Super built-up  Area,2,2,2,1050,Furnished,0,4500000
Bangalore,Prithvi Layout,Super built-up  Area,2,2,2,1352,Furnished,4,8500000
Bangalore,Balagere,Super built-up  Area,2,2,2,1145,Unfurnished,2,6500000
Bangalore,Alfa Garden Layout,Super built-up  Area,2,2,,1240,Unfurnished,0,4379000
Bangalore,Bommasandra Industrial Area,Super built-up  Area,2,2,1,1020,Semi-Furnished,1,3900000
Bangalore,Raja Rajeshwari Nagar,Super built-up  Area,2,2,1,1168,Semi-Furnished,5,6100000
Bangalore,Electronic City Phase II,Super built-up  Area,2,2,1,1205,Semi-Furnished,5,7500000
Bangalore,Yeshwanthpur,Super built-up  Area,2,2,2,1195,Semi-Furnished,5,10000000
Bangalore,CV Raman Nagar,Built-up  Area,2,2,1,1028,Unfurnished,2,4900000
Bangalore,Akshya Nagar,Super built-up  Area,2,2,2,1175,Semi-Furnished,2,4827000
Bangalore,Whitefield,Super built-up  Area,2,2,3,1215,Semi-Furnished,5,6500000
Bangalore,KR Puram,Super built-up  Area,2,2,1,1142,Semi-Furnished,4,5100000
Bangalore,Subramanyapura,Super built-up  Area,2,2,2,1313,Unfurnished,5,7300000
Bangalore,Sarjapur  Road,Super built-up  Area,2,2,1,1255,Semi-Furnished,4,9200000
Bangalore,Kannamangala,Super built-up  Area,2,2,2,1235,Semi-Furnished,5,4363000
Bangalore,Vittasandra,Super built-up  Area,2,2,1,1238,Semi-Furnished,4,6700000
Bangalore,Thigalarapalya,Super built-up  Area,2,2,2,1418,Semi-Furnished,2,10300000
Bangalore,Uttarahalli,Super built-up  Area,2,2,2,1279,Semi-Furnished,0,4800000
Bangalore,Whitefield,Super built-up  Area,2,2,2,1260,Unfurnished,5,4950000
Bangalore,Dasanapura,Built-up  Area,2,2,1,965,Unfurnished,1,4250000
Bangalore,Bhoganhalli,Super built-up  Area,2,2,1,1447,Unfurnished,1,7597000
Bangalore,Kudlu,Super built-up  Area,2,2,2,1027,Semi-Furnished,5,4300000
Bangalore,Gottigere,Super built-up  Area,2,2,1,1153,Semi-Furnished,0,4850000
Bangalore,Malleshpalya,Super built-up  Area,2,2,2,1065,Semi-Furnished,5,5000000
Bangalore,Tala Cauvery Layout,Built-up  Area,2,2,3,1030,Semi-Furnished,0,6100000
Bangalore,Mallasandra,Super built-up  Area,2,2,2,1340,Furnished,2,6100000
Bangalore,Varthur,Super built-up  Area,2,2,2,1055,Furnished,1,4535000
Bangalore,Yelahanka,Super built-up  Area,2,2,1,1304,Semi-Furnished,3,7900000
Bangalore,Kammasandra,Built-up  Area,2,2,1,990,Semi-Furnished,2,3150000
Bangalore,7th Phase JP Nagar,Super built-up  Area,2,2,1,1035,Semi-Furnished,2,3933000
Bangalore,Sonnenahalli,Super built-up  Area,2,2,2,1120,Unfurnished,0,4300000
Bangalore,Haralur Road,Super built-up  Area,2,2,2,1300,Semi-Furnished,0,7300000
Bangalore,Tumkur Road,Super built-up  Area,2,2,1,1239,Semi-Furnished,5,8200000
Bangalore,Hosa Road,Super built-up  Area,2,2,1,1365,Semi-Furnished,2,9200000
Bangalore,8th block Koramangala,Super built-up  Area,2,2,1,1165,Semi-Furnished,5,13500000
Bangalore,Haralur Road,Super built-up  Area,2,2,2,1194,Semi-Furnished,1,4700000
Bangalore,Bidadi,Super built-up  Area,2,2,2,1107,Semi-Furnished,4,3300000
Bangalore,Belathur,Super built-up  Area,2,2,1,1050,Semi-Furnished,1,3800000
Bangalore,Billekahalli,Super built-up  Area,2,2,2,1112,Furnished,3,6200000
Bangalore,Kanakpura Road,Built-up  Area,2,2,1,1050,Semi-Furnished,2,3500000
Bangalore,Kalena Agrahara,Super built-up  Area,2,2,3,1187,Unfurnished,5,5200000
Bangalore,9th Phase JP Nagar,Built-up  Area,2,2,1,1164,Unfurnished,3,5600000
Bangalore,Sampige Layout,Super built-up  Area,2,2,2,1315,Semi-Furnished,5,9000000
Bangalore,Amruthnagar,Super built-up  Area,2,2,2,1210,Unfurnished,0,7200000
Bangalore,Kanakpura Road,Super built-up  Area,2,2,1,1050,Furnished,5,3675000
Bangalore,Raja Rajeshwari Nagar,Super built-up  Area,2,2,1,1306,Semi-Furnished,3,5591000
Bangalore,Ramagondanahalli,Super built-up  Area,2,2,1,1215,Unfurnished,0,5126000
Bangalore,Dodda Nekkundi,Super built-up  Area,2,2,2,1390,Semi-Furnished,1,6000000
Bangalore,Hoodi,Super built-up  Area,2,2,0,1196,Semi-Furnished,2,7174000
Bangalore,Thigalarapalya,Super built-up  Area,2,2,2,1418,Semi-Furnished,3,10100000
Bangalore,KR Puram,Built-up  Area,2,2,2,1115,Semi-Furnished,1,3345000
Bangalore,Rajiv Gandhi Nagar,Super built-up  Area,2,2,2,1170,Semi-Furnished,0,6800000
Bangalore,Anekal,Super built-up  Area,2,2,2,1035,Semi-Furnished,5,3830000
Bangalore,Kengeri,Super built-up  Area,2,2,2,750,Semi-Furnished,4,2200000
Bangalore,Marathahalli,Super built-up  Area,2,2,2,1071,Semi-Furnished,2,5225000
Bangalore,Koramangala,Super built-up  Area,2,2,2,1325,Furnished,1,11900000
Bangalore,Tumkur Road,Super built-up  Area,2,2,1,1246,Furnished,2,8200000
Bangalore,Sarjapur,Built-up  Area,2,2,0,1215,Furnished,1,4000000
Bangalore,Munnekollal,Super built-up  Area,2,2,2,1200,Unfurnished,5,4950000
Bangalore,Kodigehaali,Super built-up  Area,2,2,2,1200,Unfurnished,3,6000000
Bangalore,Kaval Byrasandra,Built-up  Area,2,2,2,945,Semi-Furnished,2,5000000
Bangalore,Hormavu,Super built-up  Area,2,2,1,1175,Semi-Furnished,1,5200000
Bangalore,Whitefield,Super built-up  Area,2,2,1,920,Semi-Furnished,2,6300000
Bangalore,Bidadi,Plot  Area,2,2,2,1600,Semi-Furnished,2,11000000
Bangalore,Bhagyalakshmi Avenue,Built-up  Area,2,1,2,955,Semi-Furnished,3,3401000
Bangalore,Whitefield,Super built-up  Area,2,2,1,1165,Semi-Furnished,0,4050000
Bangalore,Kaggadasapura,Super built-up  Area,2,2,2,1050,Semi-Furnished,4,4800000
Bangalore,Doddakannelli,Super built-up  Area,2,2,2,1187,Semi-Furnished,2,4500000
Bangalore,Chamrajpet,Super built-up  Area,2,2,3,1350,Semi-Furnished,1,18000000
Bangalore,KR Puram,Super built-up  Area,2,2,1,1021,Furnished,1,4800000
Bangalore,Thigalarapalya,Super built-up  Area,2,2,2,1165,Semi-Furnished,4,9500000
Bangalore,Varthur,Super built-up  Area,2,2,,1280,Furnished,2,6500000
Bangalore,Marathahalli,Super built-up  Area,2,2,2,1215,Unfurnished,5,5886000
Bangalore,Munnekollal,Super built-up  Area,2,2,1,950,Unfurnished,5,4650000
Bangalore,7th Phase JP Nagar,Super built-up  Area,2,2,1,1050,Semi-Furnished,4,4200000
Bangalore,Devanahalli,Super built-up  Area,2,2,0,1080,Unfurnished,0,5335000
